㑳,zhòu
著身,zhuóshēn
著迷,zháomí
著道,zháodào
著重,zhuózhòng
著重兒,zhuózhòngr
著陸,zhuólù
著雨,zhuóyǔ
著題,zhuótí
著風,zhāofēng
著魔,zháomó
葚,（語音）shèn
葛,gé
葛仙米,gěxiānmǐ
葛仙翁,gěxiānwēng
葛利納,gělìnà
葛天八闋,gětiānbāquè
葛天氏,gětiānshì
葛洪,gěhóng
葛玄,gěxuán
葞,mǐ
葟,huáng
葡,pú
葡萄,pútáo　（語音）pútao
葡萄乾,pútáogān
葡萄綠,pútáolǜ
董,dǒng
董事長,dǒngshìzhǎng
葦,wěi
葧,bó
葧薺,bóqí
葩,pā
葫,hú
葫蘆,húlu
葫蘆兒,húlur
葫蘆裡賣的甚麼藥,húlulǐmàideshénmenyào
葬,zàng
葭,jiā
葯,yào
葰,jùn
葳,wēi
葴,zhēn
葵,kuí
葶,tíng
葷,hūn
葷允,xūnyǔn
葷油蒙了心,hūnyóuménglexīn
葷笑話,hūnxiàohua
葷粥,xūnyù
葸,xǐ
葹,shī
葺,qì
葽,yāo
蒂,dì
蒍,wěi
蒐,sōu
蒒,shī
蒔,shí
蒕,yūn
蒗,làng
蒘,rú
蒙,méng
蒙古兒,ménggǔr
蒙古大夫,ménggǔdàifū
蒙哄,ménghǒng
蒙娜麗莎,méngnàlìshā
蒙藏委員會,méngzàngwěiyuánhuì
蒙難,méngnàn
蒜,suàn
蒜瓣兒,suànbànr(變)suànbàr
蒜瓣骨朵,suànbàngūduo
蒜辮子,suànbiànzi
蒞,lì
蒟,jǔ
蒡,bàng
蒢,chú
蒨,qiàn
蒩,zū
蒪,pò
蒯,kuǎi
蒱,pú
蒲,pú
蒲包兒,púbāor
蒲墩兒,pú　dūnr　(變)pú　duēr
蒲甸兒,pú　diànr　(變)pú　diàr
蒲窩子,púwōzi
蒲笨車,púbènchē
蒲車,púchē
蒲鞭示辱,púbiānshìrù
蒴,shuò
蒸,zhēng
蒸熟的鴨子,zhēngshóudeyāzi
蒸餾,zhēngliù
蒸餾器,zhēngliùqì
蒸餾水,zhēngliùshuǐ
蒸餾法,zhēngliùfǎ
蒸餾瓶,zhēngliùpíng
蒸餾酒,zhēngliùjiǔ
蒹,jiān
蒺,jí
蒻,ruò
蒼,cāng
蒼白,cāngbái
蒼蠅,cāngying
蒼蠅不抱沒縫的雞蛋,cāngyingbùbàoméifèngdejīdàn
蒼蠅拍子,cāngyingpāizi
蒼蠅掐了頭,cāngyingqiāletóu
蒼蠅紙,cāngyingzhǐ
蒼蠅見血,cāngyingjiànxiě
蒼鶻,cānghú
蒿,hāo
蓀,sūn
蓁,zhēn
蓁椒,qínjiāo
蓂,míng
蓄,xù
蓄縮,xùsuō
蓆,xí
蓆蓋子,xígàizi
蓉,róng
蓊,wěng
蓊茸,wěngrǒng
蓋,gài
蓋子,gàizi
蓋火,gàihuo
蓋盅兒,gàizhōngr
蓋闕,gàiquē
蓋頭,gàitou
蓌,cuò
蓍,shī
蓍簪不忘,shīzānbùwàng
蓎,táng
蓏,luǒ
蓐,rù
蓑,suō
蓓,bèi
蓖,bì
蓧,diào
蓩,mào
蓫,zhú
蓬,péng
蓬拆,péngchāi
蓬茆,péngmáo
蓬顆,péngkě
蓮,lián
蓮花樂,liánhuālè
蓮花落,liánhuālào
蓮華衣,liánhuāyī
蓮蓬頭,liánpengtóu
蓯,cōng
蓰,xǐ
蓱,píng
蓲,ōu
蓳,jǐn
蓴,chún
蓷,tuī
蓺,yì
蓼,lù
蓼科,liǎokē
蓼花,liǎohuā
蓼菜成行,liǎocàichéngháng
蓼蕭,liǎoxiāo
蓼藍,liǎolán
蓽,bì
蓽露藍蔞,bìlùlánlǚ
蓿,sù
蔀,bù
蔂,léi
蔇,jì
蔈,biāo
蔉,gǔn
蔊,hǎn
蔌,sù
蔎,shè
蔏,shāng
蔑,miè
蔓,màn
蔓綠絨,mànlǜróng
蔓菁,mánjing
蔔,（讀音）bó
蔗,zhè
蔘,shēn
蔚,wèi
蔚蔚,yùyù
蔞,lóu
蔟,cù
蔠,zhōng
蔡,cài
蔡伯喈,càibójiē
蔡澤看相,càizékànxiàng
蔡邕倒屣,càiyōngdàoxí
蔡順分椹,càishùnfēnshèn
蔣,jiǎng
蔣百里,jiǎngbólǐ
蔤,mì
蔥,cōng
蔥白,cōngbái
蔥白兒,cōngbáir(變)cōngbár
蔥綠,cōnglǜ
蔥鬍子,cōnghúzi
蔦,niǎo
蔦蘿施喬松,niǎoluóyìqiáosōng
蔧,huì
蔪,jiàn
蔫,yān
蔫不唧,niānbùjī
蔫呼呼,niānhūhū
蔫土匪,niāntǔfěi
蔫拱,niāngǒng
蔫甘,niāngan
蔬,shū
蔭,yìn
蔯,chén
蔱,shā
蔻,kòu
蔽,bì
蔽席,fúxí
蕁,tán
蕁麻,xúnmá
蕁麻疹,xúnmázhěn
蕃,fán
蕃坊,fānfāng
蕃孌,fánlüǎn
蕃帽,fānmào
蕃舶,fānbó
蕅,ǒu
蕆,chǎn
蕈,xùn
蕉,jiāo
蕉萃,qiáocuì
蕊,ruǐ
蕎,qiáo
蕎麥,qiáomài
蕎麥皮,qiáomàipí
蕎麥麵,qiáomàimiàn
蕑,jiān
蕓,yún
蕕,yóu
蕖,qú
蕘,ráo
蕙,huì
蕝,jué
蕞,zuì
蕡,fén
蕢,kuì
蕣,shùn
蕤,ruí
蕨,jué
蕩,dàng
蕩蕩悠悠,dàngdangyōuyōu
蕪,wú
蕭,xiāo
蕭散,xiāosǎn
蕮,xì
蕸,xiá
蕹,yōng
蕺,jí
蕻,hòng
蕾,lěi
薀,yùn
薁,yù
薄,（讀音）bó
薄伎,bójì
薄伽梵,bóqiéfàn
薄俗,bósú
薄倖,bóxìng
薄倖人,bóxìngrén
薄儀,bóyí
薄具,bójù
薄分,bófèn
薄利,bólì
薄利多銷,bólìduōxiāo
薄劣,bóliè
薄厚,bóhòu
薄命,bómìng
薄命女,bómìngnǚ
薄壁組織,bóbìzǔzhī
薄夫,bófū
薄媚,bómèi
薄宦,bóhuàn
薄幹,bógàn
薄弱,bóruò
薄待,bódài
薄怯,bóquè
薄怯怯,bóquèquè
薄情,bóqíng
薄情無義,bóqíngwúyì
薄情郎,bóqíngláng
薄惡,bóè
薄意,bóyì
薄懲,bóchéng
薄批細切,bópīxìqiē
薄技,bójì
薄明,bómíng
薄晚,bówǎn
薄暮,bómù
薄曉,bóxiǎo
薄曲,bóqū
薄殼,bóké
薄母,bómǔ
薄海,bóhǎi
薄海同仇,bóhǎitóngchóu
薄海歡騰,bóhǎihuānténg
薄溼溼,bóshīshī
薄片,bópiàn
薄片子,bópiànzi
薄片子嘴,bópiànzizuǐ
薄物細故,bówùxìgù
薄生生,bóshēngshēng
薄產,bóchǎn
薄田,bótián
薄田朽屋,bótiánxiǔwū
薄相,bóxiàng
薄眉,bóméi
薄祚寒門,bózuòhánmén
薄祜,bóhù
薄祿相,bólùxiàng
薄福,bófú
薄禮,bólǐ
薄籃,bólán
薄紗,bóshā
薄紹之,bóshàozhī
薄翅黃蝶,bóchìhuángdié
薄耆,bóqí
薄脆,bócuì
薄脣輕言,bóchúnqīngyán
薄膜,bómò
薄膜剝離法,bómóbōlífǎ
薄臉,bóliǎn
薄荷,bòhe
薄荷油,bòheyóu
薄荷精,bòhejīng
薄荷腦,bòhenǎo
薄落,bóluò
薄薄,bóbó
薄薄怯怯,bóbóquèquè
薄藍,bólán
薄行,bóxìng
薄裝,bózhuāng
薄親,bóqīn
薄識,bóshì
薄貼,bótiē
薄賤,bójiàn
薄遽,bójù
薄酌,bózhuó
薄酬,bóchóu
薄醉,bózuì
薄陋,bólòu
薄雲,bóyún
薄面,bómiàn
薄面含嗔,bómiànhánchēn
薄頭,bótóu
薄餅,bóbǐng
薄鬢,bóbìn
薅,hāo
薆,ài
薇,wéi
薈,huì
薊,jì
薌,xiāng
薏,yì
薐,léng
薑,jiāng
薑是老的辣,jiāngshìlǎodelà
薔,qiáng
薖,kē
薙,tì
薛,xuē
薜,bì
薝,zhān
薝蔔,zhānbó
薞,sūn
薠,fán
薢,xiè
薤,xiè
薤白,xièbái
薦,jiàn
薦頭,jiàntou
薦頭店,jiàntoudiàn
薨,hōng
薩,sà
薪,xīn
薯,shǔ
薯莨,shǔliáng
薰,xūn
薰豁,xūnhuò
薱,duì
薶,mái
薷,rú
薹,tái
薺,jì
薿,nǐ
藂,cóng
藃,hào
藇,xù
藉,jiè
藉藉,jíjí
藋,diào
藋粱,díliáng
藍,lán
藍田種玉,lántiánzhòngyù
藍綠藻,lánlǜzǎo
藍調,lándiào
藍鬍子,lánhúzi
藍點頦,lándiǎnhái
藎,jìn
藏,cáng
藏北高原,zàngběigāoyuán
藏南縱谷,zàngnánzōnggǔ
藏悶兒,cáng　mēnr　(變)cáng　mēr
藏掖,cángyē
藏文,zàngwén
藏族,zàngzú
藏曆,zànglì
藏矇歌兒,cángménggēr
藏紅花,zànghónghuā
藏經,zàngjīng
藏藍,zànglán
藏語,zàngyǔ
藏貓兒,cángmāor
藏青,zàngqīng
藏香,zàngxiāng
藐,miǎo
藐姑射,miǎogūyè
藑,qióng
藕,ǒu
藕棒兒,ǒubàngr
藕絲兒,ǒu　sīr　(變)ǒu　sēr
藕零兒,ǒulíngr
藙,yì
藚,xù
藜,lí
藝,yì
藝壓當行,yìyādāngháng
藝術指導,yìshùzhǐdǎo
藝術歌曲,yìshùgēqǔ
藟,lěi
藣,bēi
藤,téng
藥,yào
藥吊子,yàodiàozi
藥引子,yàoyǐnzi
藥捻子,yàoniǎnzi
藥物中毒,yàowùzhòngdú
藥發傀儡,yàofākuílěi
藥罐子,yàoguànzi
藥行,yàoháng
藥衣子,yàoyīzi
藥量,yàoliàng
藥鋪,yàopù
藥骰,yàotóu
藥麵兒,yào　miànr　(變)yào　miàr
藨,biāo
藩,fán
藪,sǒu
藫,tán
藭,qióng
藷,zhū
藸,chú
藹,ǎi
藺,lìn
藻,zǎo
藾,lài
藿,huò
蘀,tuò
蘁,è
蘄,qí
蘅,héng
蘆,lú
蘆洲,lúzhōuxiāng
蘆菔,lúfú
蘇,sū
蘇俄在中國,sūèzàizhōngguó
蘇子油,sūziyóu
蘇州彈詞,sūzhōutáncí
蘇州評彈,sūzhōupíngtán
蘇打餅乾,sūdǎbǐnggān
蘇白,sūbái
蘉,máng
蘊,yùn
蘋,pín
蘋婆,píngpó
蘋果,píngguǒ
蘋果綠,píngguǒlǜ
蘋果臉,píngguǒliǎn
蘋果酸,píngguǒsuān
蘑,mó
蘑菇,mógu
蘗,bò
蘘,ráng
蘙,yì
蘚,xiǎn
蘞,liàn
蘠,qiáng
蘡,yīng
蘢,lóng
蘦,líng
蘧,qú
蘧伯玉,qúbóyù
蘩,fán
蘪,mí
蘭,lán
蘭亭帖,lántíngtiè
蘭根白芷,lángēnbáizhǐ
蘭臭,lánxiù
蘭花末兒,lánhuāmòr
蘭花煙,lánhuayān
蘭芷漸滫,lánzhǐjiānxiǔ
蘭若,lánrě
蘭葉撇,lányèpiě
蘮,jì
蘸,zhàn
蘹,huái
蘺,lí
蘼,mí
蘾,huài
蘿,luó
蘿蔔,luóbo
蘿蔔乾,luóbogān
蘿蔔精,luóbojīng
蘿蔔糕,luóbogāo
蘿蔔頭,luóbotóu
虀,jī
虀鹽,jīyán
虍,hū
虎,hǔ
虎不拉,hǔbulā
虎兒,hǔr
虎勁,hǔjìn
虎咽狼吞,hǔyànlángtūn
虎嚇,hǔxià
虎圈,hǔjuàn
虎將,hǔjiàng
虎而冠,hǔérguàn
虎臉子,hǔliǎnzi
虎賁,hǔbēn
虎賁中郎將,hǔbēnzhōnglángjiàng
虎頭上捉虱子,hǔtóushàngzhuōshīzi
虎頭埤,hǔtóupí
虐,nüè
虒,sī
虓,xiāo
虓闞,xiāohǎn
虔,qián
處,chù
處世,chǔshì
處世待人,chǔshìdàirén
處之泰然,chǔzhītàirán
處事,chǔshì
處分,chǔfèn
處刑,chǔxíng
處境,chǔjìng
處境尷尬,chǔjìnggāngà
處士,chǔshì
處女,chǔnǚ
處女作,chǔnǚzuò
處女地,chǔnǚdì
處女座,chǔnǚzuò
處女膜,chǔnǚmò
處女航,chǔnǚháng
處女表演,chǔnǚbiǎoyǎn
處子,chǔzǐ
處安思危,chǔānsīwéi
處宗談雞,chǔzōngtánjī
處室,chǔshì
處心積慮,chǔxīnjīlǜ
處斬,chǔzhǎn
處斷,chǔduàn
處方,chǔfāng
處方箋,chǔfāngjiān
處暑,chǔshǔ
處死,chǔsǐ
處決,chǔjué
處治,chǔzhì
處理,chǔlǐ
處理品,chǔlǐpǐn
處窩子,chǔwozi
處約,chǔyuē
處置,chǔzhì
處罰,chǔfá
處變不驚,chǔbiànbùjīng
處身,chǔshēn
處長,chùzhǎng
處館,chǔguǎn
虖,hū
虙,fú
虛,xū
虛喝,xūhè
虛套子,xūtàozi
虛室生白,xūshìshēngbái
虛怯,xūquè
虛應故事,xūyìnggùshì
虛白,xūbái
虛聲恫嚇,xūshēngdònghè
虛與委蛇,xūyǔwēiyí
虛薄,xūbó
虛誣,xūwū
虜,lǔ
虞,yú
虞犯少年,yúfànshàonián
號,hào
號咷痛哭,háotáotòngkū
號哭,háokū
號啕,háotáo
號啕大哭,háotáodàkū
號啕痛哭,háotáotòngkū
號喪,háosāng
號坎兒,hàokǎnr(變)hàokǎr
號天叩地,háotiānkòudì
號天哭地,háotiānkūdì
號天大哭,háotiāndàkū
號天扣地,háotiānkòudì
號天拍地,háotiānpāidì
號天號地,háotiānháodì
號子,hàozi
號寒啼飢,háohántíjī
號帖,hàotiě
號掛子,hàoguàzi
號泣,háoqì
號筒子,hàotǒngzi
虡,jù
虢,guó
虣,bào
虤,yán
虧,kuī
虧不盡,kuībujìn
虧得,kuīde
虧心短行,kuīxīnduǎnxìng
虧空,kuīkong
虩,xì
虫,huǐ
虯,qiú
虯髯客傳,qiúránkèzhuàn
虱,shī
虷,hán
虹,hóng
虺,huǐ
虺隤,huītuí
虻,méng
虼,gè
虼蚤,gèzao
虼蚪兒,gèdǒur
蚇,chǐ
蚊,wén
蚊子,wénzi
蚋,ruì
蚌,bàng
蚌埠市,bàngfùshì
蚍,pí
蚑,qí
蚓,yǐn
蚜,yá
蚡,fén
蚢,háng
蚣,gōng
蚤,zǎo
蚧,jiè
蚨,fú
蚩,chī
蚪,dǒu
蚯,qiū
蚰,yóu
蚱,zhà
蚳,chí
蚴,yǒu
蚵,kē
蚵仔煎,ézǐjiān
蚵仔麵線,ézǐmiànxiàn
蚶,hān
蚶子,hānzi
蚷,jù
蚹,fù
蚺,rán
蚺䗊,tiàntàn
蚿,xián
蛀,zhù
蛁,diāo
蛂,bié
蛄,gū
蛆,qū
蛇,shé
蛇蛇,yíyí
蛉,líng
蛋,dàn
蛋卷,dànjuǎn
蛋白,dànbái
蛋白尿,dànbáiniào
蛋白質,dànbáizhí
蛐,qū
蛐蛐兒,qū　qur　(變)qū　quer
蛐蛐兒罩子,qū　qur　zhào　zi　(變)qū　quer　zhào　zi
蛐蛐罐兒,qūquguànr(變)qūquguàr
蛑,móu
蛓,cì
蛔,huí
蛖,máng
蛗,fù
蛙,wā
蛛,zhū
蛛蛛,zhūzhu
蛜,yī
蛞,kuò
蛟,jiāo
蛢,píng
蛣,jié
蛤,gé
蛤蟆,háma
蛤蟆吵坑,hámachǎokēng
蛤蟆蹲,hámadūn
蛩,qióng
蛬,gǒng
蛭,zhì
蛸,xiāo
蛹,yǒng
蛺,jiá
蛻,tuì
蛻變,shuìbiàn
蛼,chē
蛾,é
蛾子,ézi
蛾綠,élù
蜀,shǔ
蜀素帖,shǔsùtiè
蜂,fēng
蜂炮,fēngpào
蜂窩兒,fēngwōr
蜂腰削背,fēngyāoxuèbèi
蜃,shèn
蜃車,shènjū
蜄,zhèn
蜆,xiǎn
蜇,zhé
蜈,wú
蜉,fú
蜊,lí
蜌,bì
蜍,chú
蜎,yuān
蜑,dàn
蜒,yán
蜓,tíng
蜘,zhī
蜙,sōng
蜚,fěi
蜚短流長,fēiduǎnliúcháng
蜚聲,fēishēng
蜚聲中外,fēishēngzhōngwài
蜚英騰茂,fēiyīngténgmào
蜚語,fēiyǔ
蜜,mì
蜜丸子,mìwánzi
蜜供,mìgòng
蜜筒,mìtóng
蜜罐兒,mìguànr(變)mìguàr
蜜裡調油,mìlitiáoyóu
蜞,qí
蜡,zhà
蜡月,zhàyuè
蜡祭,zhàjì
蜢,měng
蜣,qiāng
蜤,sī
蜥,xī
蜩,tiáo
蜮,yù
蜰,féi
蜱,pí
蜲,wēi
蜴,yì
蜷,quán
蜷縮,quánsuō
蜷蜿,quánwān
蜹,ruì
蜻,qīng
蜼,lěi
蜾,guǒ
蜿,wǎn
蝀,dōng
蝂,bǎn
蝃,dì
蝌,kē
蝌子,kēzi
蝍,jí
蝍蛆,jíjū
蝍蛆鉗帶,jíjūqiándài
蝎,hé
蝎蝎螫螫,héhézhēzhē
蝐,mèi
蝒,mián
蝓,yú
蝔,jiē
蝕,shí
蝕刻,shíkē
蝕剝,shíbō
蝕相,shíxiàng
蝖,xuān
蝗,huáng
蝘,yǎn
蝙,biān
蝛,wēi
蝜,fù
蝟,wèi
蝟縮,wèisuō
蝠,fú
蝡,ruǎn
蝣,yóu
蝤,qiú
蝤蛑,jiūmóu
蝥,máo
蝥賊,máozé
蝦,xiā
蝦兵蟹將,xiābīngxièjiàng
蝦子,xiāzi
蝦米,xiāmi
蝦芭,xiāba
蝦蟆,háma
蝦蟆促織兒,hámacùzhīr(變)hámacùzhēr
蝦蟆子,hámazi
蝦蟆跳在戥盤子裡,hámatiàozàiděngpánzilǐ
蝦蟆陵,hámalíng
蝨,shī
蝨子,shīzi
蝨處褌中,shīchǔkūnzhōng
蝨處頭而黑,shīchùtóuérhēi
蝮,fù
蝯,yuán
蝲,là
蝳,dú
蝳蝐,dàimèi
蝴,hú
蝶,dié
蝸,guā
蝸窄,guāzhǎi
蝹,yūn
蝻,nán
蝻子,nánzi
螂,láng
螃,páng
螄,sī
螅,xī
螇,xī
螈,yuán
螋,sōu
螌,bān
融,róng
融泄,róngyì
融洽,róngxiá
螓,qín
螗,táng
螘,yǐ
螞,mǎ
螞蚱,màzha
螞蜂兒子,mǎfēngérzi
螞蝗見血,mǎhuángjiànxiě
螞螂,mālang
螞蟻啃骨頭,mǎyǐkěngǔtou(變)mǎyǐkěngútou
螟,míng
螠,yì
螢,yíng
螣,téng
螫,（語音）zhē
螫傷,zhēshāng
螫蠅,zhēyíng
螬,cáo
螭,chī
螯,áo
螲,dié
螳,táng
螳臂當車,tángbìdǎngchē
螵,piāo
螹,jiàn
螺,luó
螺紋鑽,luówénzuàn
螺絲起子,luósīqǐzi
螺螄,luósi
螺螄轉兒,luó　si　zhuànr　(變)luó　si　zhuàr
螻,lóu
螼,qǐn
螽,zhōng
螾,yǐn
螾廬曲談,yǐnlúqǔtán
螿,jiāng
蟀,（語音）shuài
蟄,（讀音）zhí
蟄伏,zhífú
蟄居,zhíjū
蟄獸,zhíshòu
蟄蟄,zhízhí
蟄蟲,zhíchóng
蟄陷,zhíxiàn
蟄雷,zhíléi
蟅,zhè
蟆,má
蟈,guō
蟈蟈兒,guōguor
蟊,máo
蟊賊,máozé
蟋,xī
蟋蟀,xīshuài
蟋蟀草,xīshuàicǎo
蟑,zhāng
蟒,mǎng
蟙,zhí
蟛,péng
蟠,pán
蟢,xǐ
蟢子,xǐzi
蟣,jǐ
蟥,huáng
蟪,huì
蟫,tán
蟬,chán
蟭,jiāo
蟯,ráo
蟲,chóng
蟲兒,chóngr
蟲子,chóngzi
蟲字旁兒,chóngzìpángr
蟲沙猿鶴,chóngshāyuánhè
蟲白蠟,chóngbáilà
蟳,xún
蟶,chēng
蟶乾,chēnggān
蟶子,chēngzi
蟹,xiè
蟺,shàn
蟺蜎,chánjuān
蟻,yǐ
蟾,chán
蟿,qì
蠁,xiàng
蠃,luǒ
蠅,yíng
蠅子,yíngzi
蠅帚子,yíngzhǒuzi
蠅甩子,yíngshuǎizi
蠆,chài
蠉,xuān
蠋,zhú
蠍,xiē
蠍子,xiēzi
蠍蠍螫螫,xiēxiēzhēzhē
蠐,qí
蠑,róng
蠓,měng
蠔,háo
蠕,ruǎn
蠖,huò
蠙,pín
蠛,miè
蠜,fán
蠟,là
蠟查,làzhā
蠟燭相,làzhúxiàng
蠟芯兒,là　xìnr　(變)là　xièr
蠟鋪,làpù
蠟頭兒,làtóur
蠠,mì
蠡,lǐ
蠡測,lícè
蠡蠡,lílí
蠡酌,lízhuó
蠢,chǔn
蠢東西,chǔndōngxi
蠣,lì
蠨,xiāo
蠨蛸,xiāoshāo
蠨蛸滿堂,xiāoshāomǎntáng
蠯,pí
蠰,shàng
蠱,gǔ
蠲,juān
蠲削,juānxuè
蠵,xī
蠶,cán
蠶兒似的,cánr　sì　de　(變)cár　sì　de
蠶寶寶,cánbǎobao
蠷,qú
蠹,dù
蠹居棋處,dùjūqíchǔ
蠻,mán
蠻子,mánzi
蠻橫,mánhèng
蠼,jué
血,（語音）xiě
血不歸經,xiěbùguījīng
血債,xiězhài
血債血還,xiězhàixiěhuán
血光之災,xuèguāngzhīzāi　（又音）xiěguāngzhīzāi
血刃,xiěrèn
血化為碧,xuèhuàwéibì　（又音）xiěhuàwéibì
血印,xiěyìn
血參,xiěshēn
血友病,xiěyǒubìng
血口噴人,xuèkǒupēnrén　（又音）xiěkǒupēnrén
血口子,xiěkǒuzi
血吸蟲,xiěxīchóng
血吸蟲病,xiěxīchóngbìng
血嗣,xuèsì　（又音）xiěsì
血型,xiěxíng
血塊,xiěkuài
血壓,xiěyā
血壓計,xiěyājì
血小板,xiěxiǎobǎn
血尿,xiěniào
血崩,xiěbēng
血庫,xiěkù
血循環,xiěxúnhuán
血心,xiěxīn
血忱,xuèchén　（又音）xiěchén
血性,xiěxìng
血戰,xiězhàn
血晶,xiějīng
血書,xiěshū
血本,xuèběn　（又音）xiěběn
血本無歸,xuèběnwúguī　（又音）xiěběnwúguī
血栓,xiěshuān
血案,xiěàn
血毛,xiěmáo
血氣,xuèqì　（又音）xiěqì
血氣之勇,xuèqìzhīyǒng　（又音）xiěqìzhīyǒng
血氣方剛,xuèqìfānggāng　（又音）xiěqìfānggāng
血氣方壯,xuèqìfāngzhuàng　（又音）xiěqìfāngzhuàng
血氣方盛,xuèqìfāngshèng　（又音）xiěqìfāngshèng
血水,xiěshuǐ
血汗,xiěhàn
血汗錢,xiěhànqián
血汙,xiěwū
血汙池,xiěwūchí
血泊,xuèbó　（又音）xiěbó
血洗,xiěxǐ
血流如注,xuèliúrúzhù　（又音）xiěliúrúzhù
血流成河,xuèliúchénghé　（又音）xiěliúchénghé
血流成渠,xuèliúchéngqú　（又音）xiěliúchéngqú
血流漂杵,xuèliúpiāochǔ　（又音）xiěliúpiāochǔ
血海,xiěhǎi
血海屍山,xiěhǎishīshān
血海深仇,xiěhǎishēnchóu
血液,xiěyè
血液凝固,xiěyènínggù
血液循環,xiěyèxúnhuán
血液檢驗,xiěyèjiǎnyàn
血淋淋,xiělínlín
血淚,xiělèi
血清,xiěqīng
血清病,xiěqīngbìng
血清療法,xiěqīngliáofǎ
血滴子,xiědīzǐ
血漬,xiězì
血漿,xiějiāng
血漿蛋白,xiějiāngdànbái
血濃於水,xiěnóngyúshuǐ
血瀝瀝,xiělìlì
血球,xiěqiú
血痂,xiějiā
血癌,xiěyán　（又音）xiěái
血盆,xiěpén
血盆大口,xiěpéndàkǒu
血盆經,xiěpénjīng
血祭,xiějì
血管,xiěguǎn
血管操,xiěguǎncāo
血管瘤,xiěguǎnliú
血管硬化,xiěguǎnyìnghuà
血糖,xiětáng
血糞,xiěfèn
血紅,xiěhóng
血紅素,xiěhóngsù
血紅蛋白,xiěhóngdànbái
血統,xiětǒng
血絲,xiěsī
血緣,xiěyuán
血肉,xiěròu
血肉之軀,xiěròuzhīqū
血肉模糊,xiěròumóhú
血肉橫飛,xiěròuhéngfēi
血肉淋漓,xiěròulínlí
血肉相連,xiěròuxiānglián
血脂升高症,xiězhīshēnggāozhèng
血脂肪,xiězhīfáng
血脈,xiěmài
血脈賁張,xiěmàibēnzhāng
血腥,xiěxīng
血色,xiěsè
血花,xiěhuā
血荒,xiěhuāng
血虛,xiěxū
血虧,xiěkuī
血衚衕,xiěhútong
血衣,xiěyī
血親,xiěqīn
血親家族,xiěqīnjiāzú
血誠,xuèchéng　（又音）xiěchéng
血跡,xiějī
血跡斑斑,xiějībānbān
血路,xiělù
血量,xiěliàng
血雨腥風,xiěyǔxīngfēng
血食,xuèshí　（又音）xiěshí
血餘,xuèyú　（又音）xiěyú
衁,huāng
衃,pēi
衄,nǜ
衈,èr
衊,miè
衋,xì
行,xíng
行不得,xíngbude
行伍,hángwǔ
行伍出身,hángwǔchūshēn
行佣,hángyòng
行個方便,xínggefāngbiàn
行分,hángfēn
行列,hángliè
行列式,hánglièshì
行列輸入法,hánglièshūrùfǎ
行化,xínghua
行口,hángkǒu
行口商,hángkǒushāng
行員,hángyuán
行子,hángzi
行家,hángjia
行家瞧門道,hángjiaqiáoméndào
行家莫說力把話,hángjiamòshuōlìbahuà
行家話,hángjiahuà
行市,hángshì
行幫,hángbāng
行庫,hángkù
行情,hángqíng
行戲,hángxì
行戶,hánghù
行政效率,xíngzhèngxiàolǜ
行政處分,xíngzhèngchǔfèn
行政院國軍退除役官兵輔導委員會,xíngzhèngyuànguójūntuìchúyìguānbīngfǔdǎowěiyuánhuì
行會,hánghuì
行東,hángdōng
行棧,hángzhàn
行業,hángyè
行業語,hángyèyǔ
行樂,xínglè
行樂圖,xínglètú
行檔,hángdang
行次,hángcì
行款,hángkuǎn
行潦,xínglǎo
行當,hángdang
行百里者半於九十,xíngbǎilǐzhěbànyújiǔshí
行看子,xíngkànzi
行短,xìngduǎn
行短才喬,xìngduǎncáiqiáo
行短才高,xìngduǎncáigāo
行神,hángshén
行老,hánglǎo
行能,xìngnéng
行腳,xíngjiǎo
行腳僧,xíngjiǎosēng
行號,hánghào
行號巷哭,hángháoxiàngkū
行行,hángháng
行行出狀元,hánghángchūzhuàngyuán
行行蛇蚓,hánghángshéyǐn
行規,hángguī
行話,hánghuà
行誼,xìngyì
行貨,hánghuò
行賈,xínggǔ
行距,hángjù
行車,xíngchē
行車執照,xíngchēzhízhào
行車距離,xíngchējùlí
行車速率,xíngchēsùlǜ
行輩,hángbèi
行鋪,hángpù
行間,hángjiān
行院,hángyuàn
行陣,hángzhèn
行露,hánglù
行頭,hángtóu
行首,hángshǒu
行鬼路兒,xíngguǐlùr
行鬼頭兒,xíngguǐtóur
衍,yǎn
衎,kàn
衒,xuàn
衒玉賈石,xuànyùgǔshí
術,shù
衕,tòng
街,jiē
街上,jiēshang
街坊,jiēfang
街溜子,jiēliūzi
街號巷哭,jiēháoxiàngkū
街里街坊,jiēlijiēfāng
街面兒,jiē　miànr　(變)jiē　miàr
衙,yá
衚,hú
衚衕,hútong
衛,wèi
衛從,wèizòng
衛星導航,wèixīngdǎoháng
衝,chōng
衝勁,chōngjìn
衝州撞府,chōngzhōuzhuàngfǔ
衝撞,chōngzhuàng
衝盹兒,chòng　dǔnr　(變)chòng　duěr
衝量,chōngliàng
衠,zhūn
衡,héng
衢,qú
衣,yī
衣不曳地,yībùyìdì
衣冠濟楚,yīguānjǐchǔ
衣冠濟濟,yīguānjǐjǐ
衣冠盛事,yīguānshèngshì
衣帛食肉,yìbóshíròu
衣服,yīfu
衣架子,yījiàzi
衣紫腰金,yìzǐyāojīn
衣紫腰銀,yìzǐyāoyín
衣紫腰黃,yìzǐyāohuáng
衣繡夜行,yìxiùyèxíng
衣繡晝行,yìxiùzhòuxíng
